spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,runtime,interations
45.34470415,0.720324493,0.000114375,290.6997718,1.440267672,4.369354379,3.745040846,554.3614384,70.08967753,83.72640646,6.515167086,1809490228,0.5817809,0.878117436,526.0224477,0.768187004,0.417304802,1673630458,1224481151,33.50887148,0.800744569,984.1307879,0.313424178,38.1543237,4.505556609,328.9213327,0.534017685,1.11716435,634.537,1
37.43457343,0.878142503,0.098346834,326.3322875,3.87366859,6.13266114,5.767508456,539.5492061,97.90408906,112.1240645,4.109729664,1879202700,0.895544436,0.748165654,655.5873239,0.815711731,0.103226007,1554663835,2049338816,38.09347912,0.287775339,565.0142861,0.019366958,37.72273705,1.846512464,203.1093319,0.696629264,1.160087635,214.922,2
50.37176338,0.146728575,0.589305537,409.927508,1.307003286,5.656223951,5.777600631,588.1903799,36.79553206,83.44605497,7.982767871,1626599410,0.877837902,0.586555041,974.5417806,0.554989882,0.139276347,1940671618,1500744075,31.93700146,0.92750858,673.8829299,0.750812103,39.23193553,4.533224365,274.7344414,0.800376974,2.046695026,493.735,3
40.63769254,0.895886218,0.42809119,489.4520141,2.990324493,6.486782881,3.458983892,852.0982045,75.19156481,87.52540298,6.448820817,1328247288,0.861351808,0.573679487,513.4696074,0.746857965,0.326644902,1639666151,2025014909,41.14894848,0.908535151,811.6800579,0.015821243,45.74199148,3.76358767,349.4645701,0.568936203,1.411407249,231.24,4
61.84305482,0.696818161,0.066000173,426.6389158,3.261628565,7.692098142,5.846099035,445.2655843,33.90849285,34.51625474,4.169838928,1338108625,0.844011179,0.538831064,795.0448531,0.836812357,0.124173315,1373513016,1702696052,70.54059592,0.561030219,509.3236447,0.800632673,23.45517676,4.228420782,227.5721288,0.845416742,3.241364928,212.287,5
49.79968749,0.136455226,0.05991769,236.4030367,1.133655636,4.429976516,3.902837354,735.5035673,85.73283028,33.2053741,4.431845678,2112346370,0.727240185,0.203293235,641.1907812,0.797530342,0.195429481,1697971218,2115292855,64.64778247,0.239847759,746.8848571,0.619955718,42.52738879,1.627165579,153.7152404,0.528008857,2.459035333,664.399,6
51.40254277,0.568851437,0.317362409,496.5848463,2.739235658,5.52056469,5.203792876,751.4498744,96.24635777,57.43227754,4.398009007,1471116354,0.751887003,0.21017401,897.4108435,0.526614593,0.260315099,1937840456,1281440302,54.69412228,0.524670309,962.4039852,0.26329677,18.1107549,3.940263853,304.4356059,0.863126341,3.795916208,227.607,7
32.44645034,0.234362086,0.616778357,484.7048962,3.850528358,6.226612753,6.662425399,700.292141,69.44074056,78.65510404,7.625862898,1663814014,0.870472571,0.918733436,714.1763138,0.885305011,0.173955667,1209387112,1218781965,48.27178395,0.021524805,973.9851056,0.827115471,16.48060738,1.704785022,216.4127149,0.552398738,3.428472076,180.011,8
43.03157289,0.940107482,0.58201418,463.6495953,3.534203336,7.621569275,4.839521063,653.3489803,108.6659448,59.42900977,6.941521136,1717031208,0.50621331,0.593481408,734.0422907,0.822944212,0.315244803,2032473774,1694211283,32.83248968,0.787929234,806.0155885,0.053909272,29.44619776,3.716275346,333.7203556,0.50016081,3.930277447,184.258,9
44.05057007,0.973783538,0.604716101,448.6537424,2.724134514,6.512304793,4.142305127,673.3088369,104.0020893,114.3981283,8.530493131,1823274652,0.845791772,0.322680997,855.4438609,0.680349575,0.382102752,1514847151,1504827243,39.23442941,0.621919368,715.1236354,0.973802078,37.68962853,1.794279554,235.3402019,0.637338496,3.392916412,235.342,10
33.1723518,0.219545296,0.596562662,494.0099734,3.741457299,6.208238634,6.9386152,657.7204,74.34390535,69.48143439,8.0043234,1714937434,0.873869857,0.865998766,713.2749474,0.875185753,0.150556376,1121451320,1220791864,45.02258807,0.04661646,976.3155549,0.826959329,20.37632026,1.811752702,210.4512586,0.542022836,3.578793316,207.966,11
32.72930165,0.317290522,0.5128873,499.3969455,3.760142146,6.050066331,6.738013987,716.5718421,76.69338143,79.49692083,7.029720064,1784072569,0.866418451,0.856280372,760.0525174,0.886787075,0.125023959,1139872146,1191446417,49.95247243,0.071977884,971.4532621,0.806760142,19.96510026,1.66882393,223.3470502,0.534402484,3.133594155,174.565,12
32.72021927,0.346644938,0.458818443,499.5491286,3.752972541,5.789418245,6.443303391,684.4574021,74.30997171,73.23620214,6.630769701,1779780079,0.875006769,0.805579286,784.2168823,0.877101575,0.175291747,1119344695,1193656147,51.48858925,0.055407985,973.3263257,0.706603891,19.17585572,1.718355886,212.4027426,0.540086848,3.188971533,396.889,13
34.57968836,0.339901815,0.486819956,473.586192,3.653767223,5.94789394,6.673057056,718.3361967,79.17023418,72.8335089,6.615097151,1740867618,0.855918787,0.792777614,721.9217188,0.869706564,0.089882861,1193501320,1159081990,46.54047113,0.071344326,971.1353232,0.881687148,19.64617151,1.759717491,221.7254881,0.518987023,3.383040581,170.421,14
32.98207017,0.314432679,0.500834187,454.6902532,3.664974376,5.906412091,6.891875226,709.8304053,79.25000214,70.30791193,6.578398172,1728937467,0.863826314,0.728237315,714.4980092,0.839682516,0.037650811,1189330527,1173861802,44.50425157,0.106885744,972.5351329,0.931160738,19.41007886,1.806520959,220.9818061,0.513229487,3.208763553,211.701,15
33.1918805,0.363997684,0.464782265,489.2619362,3.719861039,6.002971116,6.637178109,707.69802,79.74457704,73.94958812,6.33391491,1808563925,0.856841573,0.789804628,697.5566411,0.852495718,0.028901424,1160067632,1156191785,44.97788025,0.045781266,969.6214349,0.835697427,20.99861111,1.822403299,230.004177,0.528704314,3.487231736,215.342,16
33.51944583,0.365538749,0.48512896,462.0164192,3.616218634,5.822615769,6.773396432,686.6908673,79.04393104,78.13733551,6.830905928,1782959717,0.855047884,0.745584318,712.2563623,0.87684408,0.127606682,1253408326,1144448500,45.20235367,0.11073378,972.5063299,0.837879094,20.86678003,1.679284662,214.5515144,0.516478056,3.225156471,213.463,17
34.41936282,0.307355685,0.456708505,485.4209987,3.718443821,6.011128407,6.723149091,733.1943619,82.83686901,76.85350218,6.908699893,1787225459,0.85880798,0.790043718,730.8118908,0.845600832,0.029933802,1251545305,1168185106,47.29659181,0.046925443,970.5132757,0.914089234,20.89914349,1.792458206,224.5791085,0.507441891,3.226138956,216.699,18
33.71298579,0.358305325,0.496517939,471.3114599,3.62966168,5.952811077,6.79528283,697.4482058,78.85321382,75.61436485,6.629296171,1761740797,0.846157133,0.764083096,728.1311831,0.849123893,0.101064165,1141336129,1155561683,46.91854518,0.087018207,972.2489075,0.926814139,18.18117732,1.809836485,222.5415612,0.524775395,3.467213009,219.923,19
35.26224999,0.345813766,0.521038441,483.4443515,3.650087559,5.839266641,6.800391712,705.946121,79.89398913,70.16596715,6.791219147,1725783860,0.861778847,0.819245678,720.611487,0.879036576,0.142457119,1236440496,1161919761,47.37792702,0.04276541,971.467903,0.888195672,18.36090102,1.809210114,218.8028969,0.528567476,3.310939919,269.389,20
34.69201345,0.33203751,0.507446756,465.2109226,3.687752405,5.96913149,6.594032673,726.9713209,76.08584616,75.99648477,6.393210538,1769262591,0.858770712,0.827750644,731.788681,0.870665543,0.135056919,1209700354,1166225039,46.89659391,0.052682048,971.5540263,0.85234431,20.41290063,1.72832692,218.8890085,0.517739332,3.41845081,264.54,21
34.1124576,0.352595049,0.464722698,482.2040572,3.628233708,5.907889875,6.719433644,725.6407244,76.80043856,73.17548208,6.688523911,1753190709,0.857617512,0.798108063,728.0266737,0.879352792,0.056945662,1149028626,1155608467,47.62376075,0.058179529,971.642274,0.861516989,18.69259556,1.785064512,226.0598289,0.518909541,3.281692571,228.865,22
34.41540154,0.357819191,0.483444184,480.8026605,3.682240414,5.866597048,6.679596409,701.6182081,76.4963778,70.79291043,6.447717587,1746704749,0.855788483,0.805243527,726.8856281,0.882727518,0.05924109,1175359920,1151690183,46.60737539,0.092166714,970.6908571,0.878878667,19.91346317,1.754862147,220.5973793,0.524617041,3.379500292,218.689,23
34.97205834,0.325001831,0.491779454,473.265624,3.627070805,5.877336049,6.757976795,731.8346396,77.27807988,74.56560859,6.636848953,1727440913,0.851163475,0.78206724,712.8186299,0.864038096,0.093895213,1157691116,1156671930,46.56678099,0.067105953,970.3882349,0.877715596,20.14644294,1.75259711,224.8363751,0.525841502,3.341771988,213.49,24
34.94505313,0.367856122,0.486478147,479.8837559,3.66036917,5.919722448,6.666966148,718.9865535,80.22982472,72.48428857,6.705022418,1742026629,0.858584916,0.770635817,729.1560037,0.857043508,0.119516391,1191051514,1157584057,46.97152786,0.058109898,971.2801024,0.907995001,18.82489242,1.761064999,218.2260846,0.516106899,3.39841629,380.911,25
34.06803761,0.339656613,0.476389488,467.217318,3.645483982,5.909531989,6.662620886,726.3238126,78.93335735,71.08593049,6.492355742,1761474300,0.85672771,0.792897419,714.7366427,0.881400863,0.060739125,1199696308,1150750258,46.35683344,0.07645312,970.5894713,0.899455995,20.11324477,1.760826382,224.1752609,0.513791859,3.347980587,211.833,26
34.72825233,0.326743072,0.474363013,471.1127183,3.635724089,5.94713737,6.709423137,724.2281987,79.71198724,74.09540615,6.611891859,1753429153,0.853127504,0.807833045,720.9270317,0.876323168,0.077276789,1211618484,1154745291,46.17401771,0.068697509,971.6056689,0.863813715,20.29709582,1.774667678,221.5678416,0.520255381,3.39671948,211.915,27
34.26046264,0.359277821,0.472291926,473.0988541,3.631494322,5.918488678,6.731697902,725.0476938,80.23816211,72.35241308,6.611161116,1758865705,0.852744168,0.781397506,730.4515499,0.865925558,0.112097844,1199976648,1156371888,45.83651835,0.062924098,970.8107051,0.861142535,19.67025699,1.735957044,219.4078057,0.520523803,3.423350328,265.23,28
35.00611616,0.331860832,0.481382999,468.462886,3.653344236,5.959436016,6.672987438,713.2517599,78.37722434,72.77520538,6.568911902,1759360970,0.853335022,0.781514966,714.1600344,0.868476195,0.068698758,1174827193,1154908354,46.65756778,0.069012216,971.0265434,0.8858607,19.38252153,1.769569589,223.4156699,0.52072147,3.41824739,218.32,29
34.2154072,0.343543206,0.48606513,471.7454217,3.667415986,5.940357536,6.706462766,723.4486835,79.09104422,73.77742287,6.536003407,1729541959,0.853109744,0.795177231,725.6302931,0.870513385,0.097960956,1212298367,1154954340,46.05520852,0.077061228,971.1867358,0.871627119,19.51251389,1.741024944,223.816525,0.522636975,3.391147636,214.382,30
34.60565838,0.345009846,0.4887028,473.862013,3.654469504,5.975270227,6.62751551,717.3683716,78.08787423,71.8423628,6.546003643,1755844593,0.858508469,0.78598839,727.1441112,0.868576046,0.094769172,1185453729,1156513600,46.36415974,0.07446294,970.9178458,0.888024886,19.3409634,1.774708331,221.4523199,0.521968229,3.383461407,265.496,31
34.43584477,0.334549696,0.488649397,472.3021486,3.649368691,5.938618995,6.710948839,715.7877048,79.97556077,73.43681401,6.601484911,1738047070,0.858630779,0.79207254,717.6271528,0.873103279,0.079531091,1178929092,1162768536,46.4978162,0.06351574,971.0928348,0.881163176,19.25851018,1.766224258,222.6401812,0.516072825,3.4189055,224.719,32
34.35830469,0.344581877,0.487430099,472.5138,3.658237823,5.965960645,6.704058577,721.3777655,79.57068535,73.07803741,6.640142301,1746795302,0.8563457,0.789713002,725.4690539,0.867030819,0.083060236,1181648486,1162848354,46.53385229,0.06514793,970.807608,0.882523899,19.94418429,1.764413607,221.6038646,0.519938614,3.404189211,225.813,33
34.73074038,0.341703462,0.490837738,476.44663,3.654045091,5.924457929,6.678814979,716.5044415,79.23830199,73.45332853,6.611675763,1742542619,0.854977031,0.798950835,726.4294823,0.86845173,0.093511852,1189697263,1161436898,46.72158304,0.069292092,971.231422,0.873239445,19.8532387,1.760261496,222.6163613,0.517759236,3.389490812,216.535,34
34.64160362,0.333950826,0.478138396,475.8747034,3.655371099,5.947471934,6.664319855,722.4162281,79.14483274,72.92535052,6.660754229,1747064693,0.854403716,0.786223032,720.1919219,0.865599441,0.095354327,1191271558,1156181895,46.44163649,0.072422826,971.3049479,0.871969243,19.38926213,1.770395465,222.4793789,0.517439602,3.399420449,239.546,35
34.38153545,0.343711765,0.482245837,475.5804633,3.656016203,5.954467097,6.675994864,714.9670744,79.27196265,73.22679737,6.567222136,1738873590,0.85602485,0.790522881,720.9995857,0.869441477,0.080915668,1192014265,1158345227,46.81045723,0.072706159,970.9620956,0.884870092,19.90930561,1.760128812,222.054584,0.517231633,3.378648317,177.397,36
34.39398938,0.341743162,0.49025773,473.4165837,3.658234556,5.94935962,6.676960235,718.0515504,78.67943453,72.93006401,6.623006126,1735420775,0.85457245,0.786345768,724.1198581,0.87157667,0.085618042,1196125340,1160352252,46.69734523,0.068028743,971.0690614,0.873541182,19.72747528,1.758812976,222.5010834,0.520728308,3.388764363,267.323,37
34.70432915,0.339150714,0.48232021,471.8397628,3.655262251,5.964072504,6.662704642,720.5262491,79.40833332,72.24120119,6.630741525,1740177421,0.855250324,0.791851642,720.1997418,0.870044467,0.097927012,1185720459,1161105604,46.42380015,0.073396679,971.07762,0.876525122,19.54238585,1.759355913,222.3115218,0.52012747,3.37325955,212.981,38
34.71517611,0.333826804,0.481764065,472.3872146,3.657177167,5.937175635,6.676488527,715.5106678,78.91867353,72.36088219,6.628130406,1744702468,0.856904724,0.792483397,719.7731999,0.869443552,0.086128856,1192682266,1161020082,46.33456016,0.073533454,971.1209124,0.882501208,19.80297072,1.753335486,221.0812818,0.517767032,3.366150135,261.9,39
34.45454366,0.342128798,0.482185389,472.5367575,3.64856834,5.933535478,6.686193534,716.4087709,78.94094211,72.85166082,6.624633367,1737304088,0.855592386,0.788566216,723.4395071,0.869947706,0.08477278,1190445781,1158642487,46.43649032,0.072180349,971.2296088,0.884557762,19.58462177,1.75859719,221.0390817,0.519237809,3.377690727,210.851,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,运行时长,,最优配置,
,,,,,,,,,,,,,,,,,,,,,,,,,,10305.432,s,170.421,
,,,,,,,,,,,,,,,,,,,,,,,,,,171.7572,min,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2.86262,h,,
