spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,runtime,index
38.19915424,0.561140453,0.64956855,308.4697645,2.940593183,6.767121646,4.6123528,425.8722065,35.60093294,86.02003034,9.486944862,1593104168,0.847810834,0.414957449,787.5729218,0.817475527,0.40443781,1417888655,1126542945,29.5123039,0.231737125,996.5307263,0.876281143,39.7118999,3.645203419,168.0857694,0.823141887,1.75554443,203.99,1
41.27166882,0.950344415,0.450075555,334.072185,2.650003965,6.352548722,4.004781407,560.0308154,115.9788317,107.5361388,7.257078589,1860915841,0.552461352,0.55463618,909.2139313,0.733349734,0.398454434,2146230444,1963114787,28.42032922,0.326831437,553.4302921,0.458947611,21.19512173,3.387700557,281.8823425,0.525012507,2.078236349,226.58,2
48.5263784,0.042393463,0.006580019,258.6622438,3.699132258,4.785248701,4.402361622,582.9911616,73.48474091,34.05888282,6.349747442,1678878481,0.629934048,0.811367496,965.7282062,0.537291962,0.561180347,1311563140,1778258527,57.67531367,0.73582013,786.6200477,0.068502602,28.21231988,1.609069143,292.929519,0.779998802,2.93043726,220.791,3
57.93339961,0.443536267,0.229590142,405.8906886,1.869863279,7.47920973,3.284848874,642.5619562,123.2426157,52.85360401,9.214843804,1447437662,0.878070777,0.36214458,607.2252922,0.590506257,0.642719935,1236774994,1397035410,44.95476149,0.029794991,749.2340251,0.542822285,42.6689343,4.600199767,188.9456709,0.659539177,1.514210726,260.961,4
56.59947703,0.81113084,0.947939459,274.1564302,2.073720122,7.746927683,5.182469339,702.6970069,95.87738083,124.1272946,5.619724681,1358990346,0.739071928,0.68764903,869.0614198,0.692638712,0.183341841,1825887955,1371050442,48.42465173,0.988748694,902.0324264,0.930076922,32.9961083,2.963834007,229.5293835,0.575162487,2.406775333,252.935,5
43.75408293,0.193688092,0.385901959,351.6156442,1.122513909,5.895390081,6.742530739,800.0034536,53.33540207,66.96276567,4.505356157,1815731119,0.784756522,0.96903885,513.6976565,0.64180512,0.217687259,1699578513,2146708550,70.69064437,0.195109789,687.4742284,0.136426489,35.80299854,2.507036304,263.9687615,0.722062102,1.132900979,481.726,6
33.63592451,0.632030621,0.118676021,422.6031056,3.304008105,5.574320363,6.189201886,748.3446043,45.24534024,78.54612603,8.448959409,1269283322,0.664985746,0.15584627,733.0208037,0.838621512,0.007550759,1566533527,1619012502,36.98735324,0.46024004,501.8143647,0.734136667,25.32443864,4.490086416,204.2195742,0.663097666,2.689312783,294.664,7
47.40344153,0.361771037,0.819092735,462.6144036,1.51506638,4.888851559,5.728262713,496.8675443,108.3501619,89.81611077,6.619119708,1180200639,0.755163745,0.28334896,710.5803027,0.884235796,0.909232262,1086693756,1210722141,39.67528708,0.586283967,897.9474351,0.243565922,47.80796494,1.036544623,325.5213491,0.816364024,3.486583982,311.616,8
53.17715618,0.757559567,0.571367108,228.431928,2.405393081,4.301437917,3.40075672,463.1718646,86.7986145,111.2647313,4.659665329,1955299961,0.536111013,0.745662353,635.481105,0.558289693,0.823880287,1762838577,1513542894,56.58903149,0.636623486,843.8813941,0.30255981,16.41591944,2.164992733,349.8076001,0.611827892,3.162664728,354.609,9
62.86332667,0.223836979,0.718918916,480.3832659,3.972670572,7.146762836,6.261354019,827.9428225,61.21988547,45.88841892,7.806703609,2043873508,0.603855337,0.022350052,994.2257621,0.746876255,0.728648874,1972585162,1926053128,66.73305096,0.898273639,622.3336408,0.686756727,29.20560239,3.811112575,244.6681887,0.869053137,3.712693619,176.924,10
26.84434983,0.518754647,0.807934686,316.1816135,1.053175278,6.030403075,4.348436063,573.7309144,82.69750291,83.42148245,6.373635737,869730669.3,0.865264304,0.006904675,414.72,0.536297777,0.303350207,1398153403,1404135228,29.15246936,0.549942941,653.5058217,0.265033469,30.94906177,3.370593154,226.4816664,0.773979772,1.290525294,450.969,11
25.92,0.608716533,0.314915364,312.3865921,2.554538046,5.051316693,6.533100797,556.726038,80.94909467,81.49733539,4.276384436,869730669.3,0.819984754,0.893933171,414.72,0.656053396,0.635626725,1389956401,1405954567,56.42705187,0.115273356,654.3228894,0.811488316,31.23934307,2.591909031,227.7318521,0.605652878,2.84616294,254.975,12
25.92,0.224720253,0.004493068,326.6495102,3.438031965,7.057986082,3.246366784,563.3421514,83.69830653,75.6194134,8.83920203,869730669.3,0.519143946,0.566862174,414.72,0.662813971,0.800349892,1354386606,1407693097,36.35270749,0.989129805,655.9221998,0.194319723,27.16510269,3.543734057,229.5846774,0.874861967,1.745778841,233.452,13
25.92,0.198420118,0.534127658,284.9087911,2.886423639,4.442720772,5.228285595,572.9808984,79.80379091,71.11898103,8.717778011,869730669.3,0.694918626,0.38228872,414.72,0.799267194,0.105130855,1374950198,1399380748,69.47875202,0.32834782,648.3989239,0.42678948,30.24883197,1.501061038,229.1881405,0.687917485,2.627447611,261.291,14
25.92,0.986615898,0.702377495,323.5985539,2.1796845,7.47677101,6.19733739,569.3502971,48.12476728,63.40821228,6.442371453,980330659,0.610374417,0.641326302,414.72,0.870614967,0.571695093,1286389045,1389789860,48.99535407,0.645363912,652.14995,0.71757194,30.64295005,4.97871899,228.5605835,0.518372131,3.774216669,291.984,15
55.82797732,0.236313463,0.678303601,211.8804983,0.873411363,3.797100614,6.333741938,380.6455122,68.76180123,27.16687163,4.221591352,869730669.3,0.569883983,0.026497602,506.3734557,0.706643423,0.764535368,1343382582,1273577277,31.65389873,0.258330079,520.7891409,0.809768034,13.71357678,4.545586855,169.1946457,0.518154361,3.719805995,668.166,16
33.27897984,0.502691297,0.317047263,162,0.81,4.200746965,4.980163332,508.4253356,52.38162475,59.99701601,6.339275566,1275859693,0.627993615,0.824939944,594.626594,0.762487988,0.848448399,1099504089,882113565.2,22.65393551,0.119347372,599.1735049,0.375850466,26.92650591,2.91696227,199.2993024,0.588272051,1.581598554,635.178,17
60.53027609,0.966412494,0.509682663,303.98722,1.085526142,3.450176814,3.42833977,482.609925,36.62378398,39.94560408,4.936786101,1340139820,0.696576028,0.247096291,442.0589363,0.633544209,0.124693742,1266468008,869730876.6,20.15429969,0.679402817,646.8209027,0.751629148,29.24682038,3.551819702,139.9331613,0.856733086,2.545585279,776.222,18
46.28481047,0.038748762,0.048010898,182.2797285,2.218668094,3.24,6.187776831,553.9163021,77.28813816,33.67196559,3.72105955,897368995.2,0.74524734,0.786672584,414.72,0.885647147,0.33407074,1173867379,915339475.4,37.13564935,0.48966228,437.7743936,0.584289416,24.45251891,1.758291282,203.1026704,0.786170809,1.846576673,515.804,19
40.48129642,0.757019934,0.810640094,235.7638824,1.421030506,3.24,4.183314218,527.2057962,26.27963451,25.92,3.346512866,1026173950,0.855105338,0.489555429,414.72,0.510694297,0.460150713,1380741533,1022151600,19.44,0.810619221,529.1260771,0.122965538,20.02650377,2.293441023,223.7556403,0.708632764,3.242805471,770.974,20
31.76874007,0.234855026,0.996609735,173.8289191,1.053014902,4.677704797,2.43,315.2602016,37.61713167,79.57342205,4.08317154,1067513504,0.820891376,0.517481783,434.1910669,0.899939787,0.189366758,1315673131,1335969843,36.95791369,0.064220522,405,0.793801629,29.83061042,2.39785161,121.5,0.579252512,1.744028485,521.895,21
26.61435025,0.073703294,0.079314129,164.4199061,0.989316656,3.53140522,3.326921721,548.4107688,81.34788976,62.44021042,4.744562617,900206382.9,0.593829543,0.03307111,465.007964,0.685467718,0.327364283,869730876.6,1212994453,26.99355645,0.494092775,627.769343,0.526191465,24.91930949,1.994246842,141.5407587,0.856325324,1.305016547,702.615,22
40.05769473,0.405094871,0.264726363,269.3549513,2.576386527,4.372295364,2.460535637,320.5644502,27.21596622,57.74769076,3.24,869730669.3,0.568634558,0.226884348,584.408096,0.597408526,0.582339246,890206331.2,1278506527,20.58558876,0.914424925,479.3410714,0.939821449,20.20485817,0.850449237,171.63814,0.776128476,1.052251461,266.965,23
32.2817144,0.711479576,0.441289464,241.7287215,1.388841771,3.24,2.736493652,480.2166873,45.82817635,35.64540967,3.542833606,1169030104,0.670803575,0.396246965,649.6563623,0.546993835,0.073567759,1042793387,888938296.6,42.65025176,0.22727926,457.7152835,0.063217568,16.19625209,1.658793605,123.6537725,0.645196889,2.387623739,896.174,24
36.85429484,0.975819141,0.672607953,313.1688677,0.81,3.291940683,3.547171016,427.2065015,25.9970887,47.14288869,6.537634889,1379923483,0.784912761,0.61032808,414.72,0.796715293,0.481601669,1240002048,1089276529,25.10961507,0.670133039,405,0.26616092,26.92641957,1.210902478,190.9163871,0.700490562,2.31866887,898.335,25
40.11311693,0.977793604,0.397076453,211.8709817,0.812748024,4.237596002,2.43,376.0614672,52.75035864,31.45295742,3.597882027,1120416992,0.496739113,0.328491538,449.458533,0.817146544,0.162858852,1050538231,929783185.9,21.74322004,0.427829866,486.5023946,0.251752105,17.44411825,3.96656649,160.0003619,0.739509509,2.071348556,606.36,26
32.28155214,0.149478359,0.83778256,259.9693994,0.89955507,4.333962936,4.044911251,328.4837639,27.98768188,68.0912913,3.24,1317250541,0.405912173,0.568439214,629.8575748,0.536557906,0.486455503,892387574.2,1343435488,20.2105434,0.228511994,557.4983136,0.093982227,19.13416672,2.285470852,124.0426023,0.604260926,1.78570611,643.016,27
25.94519244,0.261518664,0.194961181,185.0724935,1.078103708,3.24,2.630967162,543.6554108,66.07409844,27.32173795,4.333384542,1160460228,0.553071721,0.472284735,563.0000721,0.734647293,0.360985719,1247592904,869730876.6,38.92388122,0.559020002,606.6521607,0.358072827,30.93608563,1.579204539,178.1688775,0.544820495,0.887237602,874.518,28
35.96689138,0.51296561,0.754450981,327.4358301,1.579338147,3.679645337,3.170942599,507.828918,79.51333429,37.46780759,6.245381081,892410857.8,0.457515429,0.184322118,414.72,0.591743627,0.014208288,1293480652,1125657033,47.06241356,0.303035948,420.1401917,0.03198687,13.93941065,4.466183033,121.5,0.844862257,1.544736993,351.977,29
25.92,0.789801364,0.543000497,295.5250179,2.229924155,3.247587059,3.575788563,464.0509574,40.91806284,52.22195374,4.900183031,869730669.3,0.405,0.11178546,488.608022,0.859108169,0.573339779,1348517203,903834204.8,28.75589987,0.076265011,646.1422769,0.590509786,25.41033331,3.067500003,146.513285,0.748944598,2.478974056,488.182,30
42.69800263,0.442867534,0.414663684,466.9070379,1.447828793,5.890848106,6.66715934,462.8718428,103.0476631,39.08384633,8.411575882,1813731534,0.724399579,0.336697923,764.0544094,0.765067264,0.42383242,1252305160,1633903896,32.92308096,0.463432238,915.6185539,0.499414595,46.01337468,4.315110658,213.3131429,0.629453911,3.103803736,483.596,31
39.29136875,0.855295579,0.012717446,496.4104716,1.52456522,4.834690847,5.497990341,701.724511,117.8794854,84.17183165,4.529462299,2141502312,0.667647771,0.243365638,991.1287926,0.821902285,0.323023609,1335023523,1258645690,56.66525648,0.776601914,550.0765767,0.415204883,45.87275396,2.508752799,297.4155151,0.564047668,1.183941502,336.421,32
39.21571175,0.645482119,0.20209234,495.7010581,2.410807349,4.024464634,3.175973521,471.8394614,65.5344674,45.35879832,5.074889502,1588333418,0.776841133,0.232275136,905.2323966,0.749401411,0.706061706,1338190931,1643421055,56.97998824,0.365328789,921.9781072,0.032006904,28.07333595,3.762214605,164.6005729,0.749586395,2.78868546,356.41,33
60.00646883,0.624514255,0.340416217,220.7626864,1.029616656,5.139558565,4.623450522,640.1852743,96.70295847,39.03406129,4.776958418,1361453622,0.595619706,0.127418297,527.3894561,0.683846343,0.339940914,1815933848,1076700252,25.83752792,0.494278652,717.5644042,0.889006856,30.23695531,4.55411229,235.9408925,0.550584826,3.944865083,537.915,34
34.57386173,0.341978656,0.597048433,230.4394468,2.682038636,5.602342158,6.70806039,578.5067085,80.60947688,61.88894615,6.771985224,1532144755,0.789953826,0.06108638,713.0828779,0.545196213,0.201423467,1586723983,1897367985,32.50958211,0.856845988,909.8255932,0.79829025,30.54092913,3.929287132,242.779383,0.635309255,1.314959394,236.066,35
35.04119514,0.66611223,0.330432415,460.2059645,3.692852089,6.586652071,4.688816174,558.2467688,84.87593014,88.89267014,5.058871068,2105340769,0.711663731,0.477535409,567.7317581,0.604162311,0.150883165,1397839682,1548306898,34.79187093,0.214821747,557.9436637,0.191905531,41.28686856,4.382924918,339.311241,0.821313227,3.287193377,201.615,36
36.9998573,0.69637337,0.485543042,259.6227226,1.747031373,4.517339108,5.966954899,391.6874278,78.80859926,126.95523,8.655362409,1952402828,0.687768947,0.103773629,679.7286736,0.747749875,0.739964115,2034223944,1260098716,35.43253314,0.98824861,943.2555129,0.173912179,41.31290795,1.028393647,164.0072515,0.665197101,1.174601455,338.353,37
46.15178156,0.223004082,0.213962205,452.7195437,3.941079418,6.831529738,5.536365687,755.0862862,118.4298676,119.5437154,9.502312716,2028866313,0.745084569,0.474496339,858.213063,0.524614,0.076288265,2066654419,1852885726,55.89045618,0.163686465,652.5743542,0.767985365,42.62203577,3.89172824,288.0063143,0.522058661,1.036499085,177.131,38
36.89858936,0.674033218,0.602360082,328.0628775,1.903218767,6.071844539,6.454161358,435.8926603,76.30813452,110.3940188,7.134461306,1819861138,0.53074857,0.202575339,838.0117427,0.533607473,0.587808805,1155220505,1506512185,52.38374577,0.739857092,943.789559,0.914698026,18.200613,4.516715743,262.07664,0.799126978,3.372354304,304.01,39
57.71420887,0.562118332,0.901298458,455.6337584,2.398780555,4.236490188,6.683270502,502.2391845,89.36499949,47.60497252,8.85314778,1442599926,0.812893371,0.804829999,751.5856989,0.783805356,0.958750182,2027113692,1703853805,58.78916718,0.014063771,814.3073469,0.566456212,18.54833886,4.664178125,201.9445565,0.882296759,1.669729152,397.09,40
49.77623251,0.408186437,0.768779452,250.2843854,3.538730339,6.38309,3.839284208,729.8221513,35.6551993,122.6796152,4.405909944,1962035847,0.761046673,0.947534251,905.3457425,0.70957098,0.937975377,1785198528,1871390769,53.09780498,0.147421611,839.9556562,0.167100845,40.91622119,1.827221372,198.178298,0.673621062,2.953071529,193.199,41
39.79058929,0.664655504,0.180066231,464.0043895,1.632875778,5.198214863,5.756869615,723.8527593,42.14335858,85.12712793,7.953818627,1780072064,0.740402141,0.575790419,862.4216718,0.806970026,0.145182732,1078050067,1469711395,65.23001053,0.223647962,871.0167683,0.245740383,19.67883848,4.052207136,337.9857951,0.698179848,1.059176625,331.033,42
44.79269129,0.758247343,0.445693442,456.0728126,3.574395888,4.189555082,5.11858086,393.1022861,32.54010669,46.00640026,4.584142237,1699799803,0.696556529,0.696939156,853.3042273,0.860437125,0.133233688,1369230354,1277452586,49.18236663,0.985664687,632.110304,0.460663379,35.8374194,2.776049611,224.5552636,0.84695189,2.44407684,232.65,43
56.51120981,0.261381137,0.588649107,344.7645137,1.380720153,4.254119749,6.710983845,843.4774759,42.68334398,112.0604764,7.348836294,1382666732,0.560371076,0.31199467,594.1827028,0.622395795,0.553361994,1081194300,1489918152,48.51662382,0.390159454,529.8256815,0.4381922,39.98026016,2.635084333,327.9630336,0.898791275,1.77568053,662.13,44
56.8060205,0.997422215,0.493211433,464.2791307,2.807549642,5.225473646,4.86364321,641.9014265,103.218905,72.81785607,8.602380482,1632475190,0.786983103,0.068147078,921.4819497,0.507373704,0.93789898,1570370551,1527261902,57.40476305,0.118911211,797.4087394,0.954910476,17.44341164,3.076732264,152.5558008,0.607190691,2.799849387,249.261,45
34.29799466,0.495152053,0.269826421,221.5853718,2.071253139,4.828116267,4.740406764,786.0901696,74.23255155,40.06545485,4.569853225,2042513982,0.729323676,0.502596299,598.6245105,0.897655425,0.021487517,1723682822,1095490604,43.54822951,0.663454498,551.3975887,0.841395099,41.19837969,3.070160592,325.7958255,0.513989647,1.740308413,347.52,46
52.42060275,0.210928111,0.194563713,294.5863667,1.462304025,5.974320271,6.00509297,758.022073,94.65615384,112.0400771,6.929487442,1903146785,0.587572451,0.862519319,741.9466747,0.824258806,0.27002251,1978026089,1312698178,38.129317,0.405906439,940.1447755,0.118439412,46.243421,4.051013742,244.5804751,0.750458812,2.829332156,462.731,47
37.44584734,0.972947763,0.104202216,337.868988,1.076713105,4.891019589,6.800808149,791.8984551,112.1009643,66.42753791,6.903791082,2076325082,0.55792489,0.195531864,1016.241624,0.621103652,0.950307314,1756522383,1403753207,26.9317029,0.167403778,604.1866069,0.012683658,32.58559402,1.144017528,161.4704266,0.767930475,3.578327156,528.012,48
63.66493123,0.281920135,0.335418856,208.2984492,2.469966858,6.483660072,4.997624551,494.6435363,53.51425467,78.17240765,5.745654544,2142310186,0.571519607,0.165193809,517.0150734,0.671473904,0.022876735,1143071375,1256646360,51.89392741,0.397647117,695.7086826,0.609995852,24.87759718,3.855077507,321.7340535,0.785186634,3.54646481,298.275,49
33.13115647,0.609731466,0.474611986,293.4306215,3.576772383,5.64910435,6.266493355,782.2844017,77.06125943,112.8756571,4.613213928,1248810953,0.544797116,0.579259696,901.2465992,0.720784595,0.702156139,2133522580,1221650199,30.07010624,0.778784864,778.5108168,0.205403748,27.98810088,1.197386019,348.6077691,0.899184247,2.767743286,239.261,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,总运行时长（30+20）,,,最优值,,
,,,,,,,,,,,,,,,,,,,,,,,,20806.527,s,,176.924,,
,,,,,,,,,,,,,,,,,,,,,,,,346.77545,min,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5.779590833,h,,,,
